pct,numerator,denominator,abs_diff_pp,reproduces,small_n,unit,numerator_rule,pending_rule,rescinded_rule,date_basis,window
72.73,8.0,11,0.73,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,offer records,Status = Accepted,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Status = Accepted,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,offer records,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,offer records,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Decision On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists),Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,offer records,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,offer records,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,offer records,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,offer records,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,offer records,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,offer records,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Decision On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,offer records,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,offer records,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,candidates: outcome of latest offer (Offered On),Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Status = Accepted,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 3m to 2026-08-27
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as accepted,none (no Rescinded status exists),Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as accepted,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as accepted,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,"applications: Stage = Hired / Stage in (Hired, Offer)",Applications.Stage = Hired,n/a: Stage cannot separate Pending from Declined,n/a,Applications.Offered On,trailing 3m to 2026-09-14
72.73,8.0,11,0.73,False,True,applications: Stage = Hired / Applications.Offered On present,Applications.Stage = Hired,n/a: Stage cannot separate Pending from Declined,n/a,Applications.Offered On,trailing 3m to 2026-09-14
71.18,7.83,11,0.82,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,none (no Rescinded status exists),Offers.Offered On,trailing 6m to 2026-09-14
71.18,7.83,11,0.82,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,none (no Rescinded status exists),Applications.Offered On,trailing 6m to 2026-09-14
71.18,7.83,11,0.82,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 6m to 2026-08-27
71.18,7.83,11,0.82,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 6m to 2026-08-27
71.18,7.83,11,0.82,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 6m to 2026-08-27
71.18,7.83,11,0.82,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Offered On,trailing 6m to 2026-09-14
71.18,7.83,11,0.82,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On,trailing 6m to 2026-09-14
71.18,7.83,11,0.82,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 6m to 2026-09-14
71.18,7.83,11,0.82,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Offers.Offered On,trailing 6m to 2026-09-14
71.18,7.83,11,0.82,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On,trailing 6m to 2026-09-14
71.18,7.83,11,0.82,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 6m to 2026-09-14
71.18,7.83,11,0.82,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 6m to 2026-09-14
71.13,10.67,15,0.87,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,2026 YTD to 2026-09-14
71.13,10.67,15,0.87,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,2026 YTD to 2026-09-14
71.13,10.67,15,0.87,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Offers.Decision On,2026 YTD to 2026-09-14
72.94,11.67,16,0.94,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,none (all time),all time
72.94,11.67,16,0.94,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 12m to 2026-08-27
72.94,11.67,16,0.94,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 12m to 2026-08-27
72.94,11.67,16,0.94,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 12m to 2026-08-27
72.94,11.67,16,0.94,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Offered On,trailing 12m to 2026-09-14
72.94,11.67,16,0.94,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On,trailing 12m to 2026-09-14
72.94,11.67,16,0.94,False,True,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 12m to 2026-09-14
