pct,numerator,denominator,abs_diff_pp,reproduces,small_n,event,window,date_basis,unit,attribution,channel
36.36,4,11,9.46,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-09-14,Offers.Proposed Start Date,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-09-14,Offers.Proposed Start Date,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-09-14,Offers.Proposed Start Date,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-09-14,Offers.Proposed Start Date,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-09-14,Offers.Proposed Start Date,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.36,4,11,9.46,False,True,hire on a Filled opening: Stage = Hired and Opening.Status = Filled,all time,none (all time),application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
36.36,4,11,9.46,False,True,hire on a Filled opening: Stage = Hired and Opening.Status = Filled,all time,none (all time),application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
36.36,4,11,9.46,False,True,hire on a Filled opening: Stage = Hired and Opening.Status = Filled,trailing 12m to 2026-08-27,Applications.Closed On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
36.36,4,11,9.46,False,True,hire on a Filled opening: Stage = Hired and Opening.Status = Filled,trailing 12m to 2026-08-27,Applications.Closed On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
36.36,4,11,9.46,False,True,hire on a Filled opening: Stage = Hired and Opening.Status = Filled,trailing 12m to 2026-09-14,Applications.Closed On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
36.36,4,11,9.46,False,True,hire on a Filled opening: Stage = Hired and Opening.Status = Filled,trailing 12m to 2026-09-14,Applications.Closed On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
36.36,4,11,9.46,False,True,offer extended: any Offer record,trailing 3m to 2026-09-14,Offers.Offered On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
36.36,4,11,9.46,False,True,offer extended: any Offer record,trailing 3m to 2026-09-14,Offers.Offered On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
36.36,4,11,9.46,False,True,offer extended: any Offer record,trailing 3m to 2026-09-14,Offers.Offered On,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
36.36,4,11,9.46,False,True,offer extended: any Offer record,trailing 3m to 2026-09-14,Offers.Offered On,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
36.36,4,11,9.46,False,True,offer extended: any Offer record,trailing 3m to 2026-09-14,Offers.Offered On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
36.36,4,11,9.46,False,True,offer extended: any Offer record,trailing 3m to 2026-09-14,Offers.Offered On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
36.36,4,11,9.46,False,True,offer extended: any Offer record,trailing 3m to 2026-09-14,Offers.Offered On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
36.36,4,11,9.46,False,True,offer extended: any Offer record,trailing 3m to 2026-09-14,Offers.Offered On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
36.84,7,19,9.94,False,True,hired: Applications.Stage = Hired,2026 YTD to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.84,7,19,9.94,False,True,hired: Applications.Stage = Hired,2026 YTD to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.84,7,19,9.94,False,True,offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.84,7,19,9.94,False,True,offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.84,7,19,9.94,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,2026 YTD to 2026-09-14,Offers.Proposed Start Date,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.84,7,19,9.94,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,2026 YTD to 2026-09-14,Offers.Proposed Start Date,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.84,7,19,9.94,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,2026 YTD to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.84,7,19,9.94,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,2026 YTD to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
36.84,7,19,9.94,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,2026 YTD to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
36.84,7,19,9.94,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,2026 YTD to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
16.67,3,18,10.23,False,True,hired: Applications.Stage = Hired,2026 YTD to 2026-09-14,Applications.Closed On,distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
16.67,3,18,10.23,False,True,hired: Applications.Stage = Hired,2026 YTD to 2026-09-14,Applications.Closed On,distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
16.67,3,18,10.23,False,True,hired: Applications.Stage = Hired,2026 YTD to 2026-09-14,Offers.Decision On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
16.67,3,18,10.23,False,True,hired: Applications.Stage = Hired,2026 YTD to 2026-09-14,Offers.Decision On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
16.67,3,18,10.23,False,True,hired: Applications.Stage = Hired,2026 YTD to 2026-09-14,Offers.Decision On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
16.67,3,18,10.23,False,True,hired: Applications.Stage = Hired,2026 YTD to 2026-09-14,Offers.Decision On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
16.67,3,18,10.23,False,True,offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Decision On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
16.67,3,18,10.23,False,True,offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Decision On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
16.67,3,18,10.23,False,True,offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Decision On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
16.67,3,18,10.23,False,True,offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Decision On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
16.67,3,18,10.23,False,True,offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Offered On,distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
16.67,3,18,10.23,False,True,offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Offered On,distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-08-27,Offers.Proposed Start Date,application rows,Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-08-27,Offers.Proposed Start Date,application rows,Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,hired: Applications.Stage = Hired,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-08-27,Offers.Proposed Start Date,application rows,Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-08-27,Offers.Proposed Start Date,application rows,Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,offer accepted: Offers.Status = Accepted,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 3m to 2026-08-27,Offers.Proposed Start Date,application rows,Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 3m to 2026-08-27,Offers.Proposed Start Date,application rows,Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-08-27,Offers.Proposed Start Date,application rows,Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-08-27,Offers.Proposed Start Date,application rows,Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
16.67,2,12,10.23,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 3m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
37.14,13,35,10.24,False,False,offer extended: any Offer record,all time,none (all time),distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
37.14,13,35,10.24,False,False,offer extended: any Offer record,trailing 12m to 2026-08-27,Offers.Offered On,distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
37.14,13,35,10.24,False,False,offer extended: any Offer record,trailing 12m to 2026-09-14,Offers.Offered On,distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
37.5,9,24,10.6,False,True,hired: Applications.Stage = Hired,all time,none (all time),distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hired: Applications.Stage = Hired,trailing 12m to 2026-08-27,Applications.Closed On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hired: Applications.Stage = Hired,trailing 12m to 2026-08-27,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hired: Applications.Stage = Hired,trailing 12m to 2026-08-27,Offers.Decision On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hired: Applications.Stage = Hired,trailing 12m to 2026-08-27,Offers.Proposed Start Date,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hired: Applications.Stage = Hired,trailing 12m to 2026-08-27,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hired: Applications.Stage = Hired,trailing 12m to 2026-09-14,Applications.Closed On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hired: Applications.Stage = Hired,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hired: Applications.Stage = Hired,trailing 12m to 2026-09-14,Offers.Decision On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hired: Applications.Stage = Hired,trailing 12m to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,offer accepted: Offers.Status = Accepted,all time,none (all time),distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,offer accepted: Offers.Status = Accepted,trailing 12m to 2026-08-27,Offers.Decision On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,offer accepted: Offers.Status = Accepted,trailing 12m to 2026-08-27,Offers.Offered On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,offer accepted: Offers.Status = Accepted,trailing 12m to 2026-08-27,Offers.Proposed Start Date,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,offer accepted: Offers.Status = Accepted,trailing 12m to 2026-08-27,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,offer accepted: Offers.Status = Accepted,trailing 12m to 2026-09-14,Offers.Decision On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,offer accepted: Offers.Status = Accepted,trailing 12m to 2026-09-14,Offers.Offered On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,offer accepted: Offers.Status = Accepted,trailing 12m to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,all time,none (all time),application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,all time,none (all time),distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 12m to 2026-08-27,Offers.Proposed Start Date,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 12m to 2026-08-27,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 12m to 2026-09-14,Offers.Proposed Start Date,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 12m to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,all time,none (all time),distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 12m to 2026-08-27,Offers.Proposed Start Date,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 12m to 2026-08-27,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,9,24,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 12m to 2026-09-14,Offers.Proposed Start Date,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,hired: Applications.Stage = Hired,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,hired: Applications.Stage = Hired,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,hired: Applications.Stage = Hired,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,hired: Applications.Stage = Hired,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,offer accepted: Offers.Status = Accepted,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,offer accepted: Offers.Status = Accepted,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,offer accepted: Offers.Status = Accepted,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,offer accepted: Offers.Status = Accepted,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-08-27,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,hire started: Accepted and Proposed Start Date <= 2026-09-14,trailing 6m to 2026-08-27,Offers.Proposed Start Date,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,offer extended: any Offer record,trailing 3m to 2026-08-27,Offers.Offered On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,offer extended: any Offer record,trailing 3m to 2026-08-27,Offers.Offered On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,offer extended: any Offer record,trailing 3m to 2026-08-27,Offers.Offered On,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,offer extended: any Offer record,trailing 3m to 2026-08-27,Offers.Offered On,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,offer extended: any Offer record,trailing 3m to 2026-08-27,Offers.Offered On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
37.5,6,16,10.6,False,True,offer extended: any Offer record,trailing 3m to 2026-08-27,Offers.Offered On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
