numerator,denominator,pct,abs_diff_pp,reproduces,definitions,all_time,event,window,date_basis,unit,attribution,channel
8,18,44.44,17.54,False,1,0,hired: Applications.Stage = Hired,2026 YTD to 2026-09-14,Applications.Applied On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
4,9,44.44,17.54,False,22,4,hire on a Filled opening: Stage = Hired and Opening.Status = Filled,2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14,Applications.Closed On | none (all time),application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
1,11,9.09,17.81,False,32,0,hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted | offer extended: any Offer record,trailing 3m to 2026-09-14,Offers.Offered On | Offers.Proposed Start Date,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,raw Source = Job Board
9,20,45.0,18.1,False,2,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Decision On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
5,11,45.45,18.55,False,16,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,trailing 3m to 2026-09-14,Offers.Decision On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
11,24,45.83,18.93,False,15,2,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted | offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27,Applications.Applied On | Applications.Closed On | Offers.Decision On | Offers.Offered On | none (all time),application rows | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn
12,26,46.15,19.25,False,2,0,offer extended: any Offer record,2026 YTD to 2026-09-14,Offers.Offered On,distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn
13,28,46.43,19.53,False,2,0,offer extended: any Offer record,2026 YTD to 2026-09-14,Offers.Offered On,application rows,Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn
15,32,46.88,19.98,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
8,17,47.06,20.16,False,4,0,hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14 | trailing 6m to 2026-09-14,Applications.Applied On | Offers.Proposed Start Date,application rows | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
17,36,47.22,20.32,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
9,19,47.37,20.47,False,4,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Applications.Closed On | Offers.Decision On | Offers.Offered On,application rows | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
11,23,47.83,20.93,False,18,2,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted | offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14,Offers.Offered On | Offers.Proposed Start Date | none (all time),application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn
12,25,48.0,21.1,False,1,0,hired: Applications.Stage = Hired,trailing 12m to 2026-09-14,Applications.Applied On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
13,27,48.15,21.25,False,2,0,offer extended: any Offer record,2026 YTD to 2026-09-14,Offers.Offered On,distinct candidate+opening,Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn
15,31,48.39,21.49,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
17,35,48.57,21.67,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
18,36,50.0,23.1,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn
16,32,50.0,23.1,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
13,26,50.0,23.1,False,13,2,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted | offer extended: any Offer record,2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Applications.Applied On | Applications.Closed On | Offers.Decision On | Offers.Offered On | none (all time),application rows | distinct candidate record,Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn | bucket: Job Board + LinkedIn + Career Site
12,24,50.0,23.1,False,1,0,hired: Applications.Stage = Hired,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
11,22,50.0,23.1,False,4,0,offer extended: any Offer record,trailing 6m to 2026-09-14,Offers.Offered On,distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn
10,20,50.0,23.1,False,2,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Decision On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
9,18,50.0,23.1,False,7,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Applications.Applied On | Applications.Closed On | Offers.Decision On | Offers.Offered On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
8,16,50.0,23.1,False,21,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14,Applications.Applied On | Applications.Closed On | Offers.Decision On | Offers.Offered On | Offers.Proposed Start Date,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
6,12,50.0,23.1,False,32,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,trailing 3m to 2026-08-27,Applications.Closed On | Offers.Decision On | Offers.Offered On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
4,8,50.0,23.1,False,33,0,hire on a Filled opening: Stage = Hired and Opening.Status = Filled | hired: Applications.Stage = Hired | offer extended: any Offer record,2026 YTD to 2026-09-14 | calendar 2025 | trailing 3m to 2026-08-27 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14,Applications.Applied On | Applications.Closed On | Offers.Offered On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn | bucket: Job Board + LinkedIn + Career Site | raw Source = Job Board
3,6,50.0,23.1,False,12,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,calendar 2025,Offers.Decision On,application rows | distinct candidate record | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn | raw Source = Job Board
18,35,51.43,24.53,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
16,31,51.61,24.71,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
13,25,52.0,25.1,False,15,3,hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Applications.Applied On | Applications.Closed On | Offers.Decision On | Offers.Offered On | Offers.Proposed Start Date | none (all time),application rows | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
12,23,52.17,25.27,False,1,0,hired: Applications.Stage = Hired,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
10,19,52.63,25.73,False,4,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Applications.Closed On | Offers.Decision On | Offers.Offered On,application rows | distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
9,17,52.94,26.04,False,16,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14,Applications.Applied On | Applications.Closed On | Offers.Offered On | Offers.Proposed Start Date,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
8,15,53.33,26.43,False,26,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14,Applications.Closed On | Offers.Decision On | Offers.Offered On | Offers.Proposed Start Date,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
0,12,0.0,26.9,False,32,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,trailing 3m to 2026-08-27,Applications.Closed On | Offers.Decision On | Offers.Offered On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,raw Source = Job Board
0,11,0.0,26.9,False,22,2,hire on a Filled opening: Stage = Hired and Opening.Status = Filled | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 3m to 2026-09-14,Applications.Closed On | Offers.Decision On | none (all time),application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,raw Source = Job Board
0,10,0.0,26.9,False,8,2,hire on a Filled opening: Stage = Hired and Opening.Status = Filled,2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Applications.Closed On | none (all time),application rows | distinct candidate+opening,Applications.Referred By overrides Source | Candidates.Source as recorded,raw Source = Job Board
0,9,0.0,26.9,False,30,4,hire on a Filled opening: Stage = Hired and Opening.Status = Filled | hired: Applications.Stage = Hired,2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 3m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14,Applications.Closed On | none (all time),application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,raw Source = Job Board
0,8,0.0,26.9,False,28,0,hire on a Filled opening: Stage = Hired and Opening.Status = Filled | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14 | trailing 3m to 2026-08-27 | trailing 3m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14,Applications.Closed On | Offers.Offered On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,raw Source = Job Board
0,7,0.0,26.9,False,8,0,hire on a Filled opening: Stage = Hired and Opening.Status = Filled,trailing 3m to 2026-09-14,Applications.Closed On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,raw Source = Job Board
0,5,0.0,26.9,False,8,0,hired: Applications.Stage = Hired,trailing 3m to 2026-08-27,Applications.Applied On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,raw Source = Job Board
0,1,0.0,26.9,False,24,0,hire on a Filled opening: Stage = Hired and Opening.Status = Filled,calendar 2025,Applications.Closed On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn | bucket: Job Board + LinkedIn + Career Site | raw Source = Job Board
27,50,54.0,27.1,False,2,0,candidate: every Candidates record,trailing 3m to 2026-08-27,Candidates.Created On,distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
47,87,54.02,27.12,False,1,0,candidate: every Candidates record,trailing 6m to 2026-09-14,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
13,24,54.17,27.27,False,27,5,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Applications.Applied On | Applications.Closed On | Offers.Decision On | Offers.Offered On | Offers.Proposed Start Date | none (all time),application rows | distinct candidate record | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
47,86,54.65,27.75,False,1,0,candidate: every Candidates record,trailing 6m to 2026-09-14,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
39,71,54.93,28.03,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct candidate+opening,Applications.Referred By overrides Source,raw Source = Job Board
11,20,55.0,28.1,False,3,0,hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Proposed Start Date,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
40,72,55.56,28.66,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,application rows,Applications.Referred By overrides Source,raw Source = Job Board
10,18,55.56,28.66,False,6,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Applications.Closed On | Offers.Decision On | Offers.Offered On,distinct candidate record | distinct candidate+opening | distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
39,70,55.71,28.81,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
38,68,55.88,28.98,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
14,25,56.0,29.1,False,1,0,hired: Applications.Stage = Hired,trailing 12m to 2026-09-14,Applications.Applied On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
9,16,56.25,29.35,False,37,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted | offer extended: any Offer record,2026 YTD to 2026-09-14 | trailing 3m to 2026-08-27 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14,Applications.Applied On | Applications.Closed On | Offers.Decision On | Offers.Offered On | Offers.Proposed Start Date,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
13,23,56.52,29.62,False,11,2,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Applications.Applied On | Offers.Proposed Start Date | none (all time),distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
51,90,56.67,29.77,False,1,0,candidate: every Candidates record,trailing 6m to 2026-08-27,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
24,42,57.14,30.24,False,2,0,candidate: every Candidates record,trailing 3m to 2026-09-14,Candidates.Created On,distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
16,28,57.14,30.24,False,1,0,offer extended: any Offer record,2026 YTD to 2026-09-14,Offers.Offered On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
8,14,57.14,30.24,False,20,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14,Applications.Applied On | Offers.Offered On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
4,7,57.14,30.24,False,22,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,calendar 2025,Applications.Closed On | Offers.Offered On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn | bucket: Job Board + LinkedIn + Career Site | raw Source = Job Board
51,89,57.3,30.4,False,1,0,candidate: every Candidates record,trailing 6m to 2026-08-27,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
15,26,57.69,30.79,False,12,2,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted | offer extended: any Offer record,2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Applications.Applied On | Applications.Closed On | Offers.Decision On | Offers.Offered On | none (all time),application rows | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
11,19,57.89,30.99,False,5,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Proposed Start Date,application rows | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
29,50,58.0,31.1,False,2,0,candidate: every Candidates record,trailing 3m to 2026-08-27,Candidates.Created On,distinct candidate record | distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
76,131,58.02,31.12,False,1,0,candidate: every Candidates record,2026 YTD to 2026-09-14,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
21,36,58.33,31.43,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
14,24,58.33,31.43,False,14,2,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted | offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27,Applications.Applied On | Applications.Closed On | Offers.Decision On | Offers.Offered On | none (all time),application rows | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
76,130,58.46,31.56,False,1,0,candidate: every Candidates record,2026 YTD to 2026-09-14,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
10,17,58.82,31.92,False,12,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14 | trailing 6m to 2026-08-27,Applications.Closed On | Offers.Offered On | Offers.Proposed Start Date,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
112,189,59.26,32.36,False,1,0,candidate: every Candidates record,trailing 12m to 2026-08-27,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
16,27,59.26,32.36,False,1,0,offer extended: any Offer record,2026 YTD to 2026-09-14,Offers.Offered On,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
19,32,59.38,32.48,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
167,281,59.43,32.53,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
175,294,59.52,32.62,False,2,2,application: every Applications row | candidate: every Candidates record,all time,none (all time),distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
109,183,59.56,32.66,False,1,0,candidate: every Candidates record,trailing 12m to 2026-09-14,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
112,188,59.57,32.67,False,1,0,candidate: every Candidates record,trailing 12m to 2026-08-27,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
52,87,59.77,32.87,False,1,0,candidate: every Candidates record,trailing 6m to 2026-09-14,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,raw Source = Job Board
167,279,59.86,32.96,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
109,182,59.89,32.99,False,1,0,candidate: every Candidates record,trailing 12m to 2026-09-14,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
172,287,59.93,33.03,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
180,300,60.0,33.1,False,2,2,application: every Applications row | candidate: every Candidates record,all time,none (all time),distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
21,35,60.0,33.1,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
15,25,60.0,33.1,False,15,3,hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Applications.Applied On | Applications.Closed On | Offers.Decision On | Offers.Offered On | Offers.Proposed Start Date | none (all time),application rows | distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
12,20,60.0,33.1,False,3,0,hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Proposed Start Date,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
9,15,60.0,33.1,False,22,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14,Applications.Closed On | Offers.Decision On | Offers.Offered On | Offers.Proposed Start Date,distinct candidate record | distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
3,5,60.0,33.1,False,48,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,calendar 2025,Offers.Proposed Start Date,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn | bucket: Job Board + LinkedIn + Career Site | raw Source = Job Board
172,285,60.35,33.45,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
52,86,60.47,33.57,False,1,0,candidate: every Candidates record,trailing 6m to 2026-09-14,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,raw Source = Job Board
43,71,60.56,33.66,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
17,28,60.71,33.81,False,1,0,offer extended: any Offer record,2026 YTD to 2026-09-14,Offers.Offered On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
101,166,60.84,33.94,False,1,0,candidate: every Candidates record,calendar 2025,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,raw Source = Job Board
14,23,60.87,33.97,False,17,2,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted | offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14,Applications.Applied On | Offers.Offered On | Offers.Proposed Start Date | none (all time),application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
44,72,61.11,34.21,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
11,18,61.11,34.21,False,8,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,2026 YTD to 2026-09-14,Offers.Proposed Start Date,distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
19,31,61.29,34.39,False,3,1,offer extended: any Offer record,all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14,Offers.Offered On | none (all time),distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
43,70,61.43,34.53,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
104,169,61.54,34.64,False,1,0,candidate: every Candidates record,calendar 2025,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,raw Source = Job Board
